country_code,country_name,cereal_yield_kg_per_ha,fertiliser_kg_per_ha,arable_land_pct,population_total,gdp_per_capita_usd,internet_users_pct,stunting_pct_children,irrigated_land_pct,account_ownership_pct,bank_branches_per_100k,atm_per_100k,cereal_loss_pct,fertiliser_efficiency
STP,Sao Tome and Principe,2003.8,49.25,4.16666666666667,221961,1428.28676097975,54.94950104,,,,17.1924054417701,30.647331439677,,40.69
SUR,Suriname,4638.3,175.48275862069,0.361353583172785,617896,6973.89941868115,,,74.3589743589744,,10.6511396719449,41.0512674856209,,26.43
SVK,Slovak Republic,5976.8,134.493966817496,27.5790349417637,5447247,18808.4540496595,88.92560523,,1.37931034482759,95.6196968335478,21.1253804423498,63.0487852251533,1.0,44.44
SVN,Slovenia,6864.8,249.025194123233,8.88987107923959,2108079,24665.4410464026,89.00399524,,0.762734057876129,99.0496614015272,22.5964052698844,79.814530495359,,27.57
SWE,Sweden,5064.7,112.910453648915,6.22421921037124,10415811,53997.1337068799,94.6703163,,,99.6887646957821,11.4225696207952,26.8821250319837,,44.86
SWZ,Eswatini,1438.5,91.1864406779661,10.2906976744186,1206593,3719.03838239806,53.99530029,20.0,,,6.19650671933697,39.7609181157455,3.06,15.78
SYR,Syrian Arab Republic,820.4,3.97545763623293,24.6694140391004,21628839,734.334236323426,,,7.93653202674,,,,15.0,206.37
TCD,Chad,814.3,4.72377358490566,4.20902160101652,17828273,857.527630579087,9.653699875,31.1,,,0.845197985403876,1.63479084018907,2.72,172.38
TGO,Togo,1149.5,2.06490566037736,48.7221915793344,8878379,829.786700130989,30.33839989,,,49.6056349278117,4.97539213640241,6.42735482212295,2.87,556.68
THA,Thailand,3062.0,147.621182923214,31.6905791853432,71727332,6121.52696529713,85.26956666,,,95.5769973139711,9.37170450853131,105.02114530224,,20.74
TJK,Tajikistan,3885.1,90.3651551312649,6.03789898407666,9966908,1254.06999592306,36.70560074,,14.7401991288115,39.4881617560099,3.35494585149655,22.7749208765054,,42.99
TKM,Turkmenistan,2121.4,270.933191276009,3.39539931479156,7092043,7248.70763225719,,,4.12565466108627,,,,,7.83
TLS,Timor-Leste,1201.9,1.25470852017937,7.49831876260928,1350139,2015.82035757039,35.04199982,,,,5.49882535730665,13.3375763985735,,957.91
TTO,Trinidad and Tobago,1594.1,127.8,4.87329434697856,1367558,15558.0940536829,84.36576986,,,,10.0713113822063,40.285245528825,,12.47
TUN,Tunisia,1451.5,68.5179952671918,18.2241246138002,12048622,3902.53322990199,68.31552226,,,36.853236511337,21.8851082862125,32.6375932506543,,21.18
TUR,Turkiye,2918.5,129.527991549721,25.8318932474046,84147318,13670.938029516,81.40843745,,11.9798366982593,74.0916612877286,15.1516339839844,81.1270914741075,,22.53
TZA,Tanzania,1782.3,9.92579152008887,15.2432829081057,62830412,1054.31726074219,22.87540054,32.7,,52.4333347484758,2.45404630963862,5.71123504788625,3.22,179.56
UGA,Uganda,1908.1,2.44246376811594,34.4105326152005,45910930,919.401675217265,10.0,,,65.914011087313,2.31977875597547,3.780085451418,2.82,781.22
UKR,Ukraine,5454.6,78.4872737212975,56.8243010010356,44298640,2426.6123046875,79.21829353,,1.06993294764106,83.5648133398349,0.381990626864642,90.4349358727855,,69.5
URY,Uruguay,5496.8,211.07976366322,11.6043880699349,3396695,17416.0052208869,87.64440155,,,74.1272677007413,9.70906145256254,278.302276412632,,26.04
USA,United States,8246.5,130.586361634967,16.6944952784501,332099760,62680.2503585805,91.2684021,,,94.9532296473716,28.2451488106005,,1.02,63.15
